,Elapsed Time (sec),Left Stride Interval (sec),Right Stride Interval (sec),Left Swing Interval (sec),Right Swing Interval (sec),Left Swing Interval (% of stride),Right Swing Interval (% of stride),Left Stance Interval (sec),Right Stance Interval (sec),Left Stance Interval (% of stride),Right Stance Interval (% of stride),Double Support Interval (sec),Double Support Interval (% of stride),group,participant,gait
3633,89.8833,1.0633,1.0667,0.3867,0.3833,36.36,35.94,0.6767,0.6833,63.64,64.06,0.2933,27.59,control,control5,0.5325
3634,90.9467,1.0633,1.0733,0.39,0.3767,36.68,35.09,0.6733,0.6967,63.32,64.91,0.2967,27.9,control,control5,0.5341499999999999
3635,92.0233,1.0767,1.06,0.4033,0.3633,37.46,34.28,0.6733,0.6967,62.54,65.72,0.31,28.79,control,control5,0.5341750000000001
3636,93.1033,1.08,1.09,0.3933,0.3967,36.42,36.39,0.6867,0.6933,63.58,63.61,0.29,26.85,control,control5,0.5425
3637,94.1967,1.0933,1.0767,0.4067,0.4133,37.2,38.39,0.6867,0.6633,62.8,61.61,0.2733,25.0,control,control5,0.5425
3638,95.2867,1.09,1.0967,0.4067,0.39,37.31,35.56,0.6833,0.7067,62.69,64.44,0.2933,26.91,control,control5,0.546675
3639,96.38,1.0933,1.0833,0.4133,0.4133,37.8,38.15,0.68,0.67,62.2,61.85,0.2667,24.39,control,control5,0.5441499999999999
3640,97.48,1.1,1.1133,0.4033,0.3967,36.67,35.63,0.6967,0.7167,63.33,64.37,0.3,27.27,control,control5,0.5533250000000001
3641,98.56,1.08,1.0867,0.4033,0.3833,37.35,35.28,0.6767,0.7033,62.65,64.72,0.2933,27.16,control,control5,0.541675
3642,99.6667,1.1067,1.0967,0.4067,0.3767,36.75,34.35,0.7,0.72,63.25,65.65,0.3233,29.22,control,control5,0.5508500000000001
3643,100.7633,1.0967,1.0933,0.4033,0.3833,36.78,35.06,0.6933,0.71,63.22,64.94,0.31,28.27,control,control5,0.5475
3644,101.86,1.0967,1.1,0.4,0.3867,36.47,35.15,0.6967,0.7133,63.53,64.85,0.31,28.27,control,control5,0.549175
3645,102.9433,1.0833,1.0967,0.3933,0.3933,36.31,35.87,0.69,0.7033,63.69,64.13,0.2967,27.38,control,control5,0.5449999999999999
3646,104.0233,1.08,1.0567,0.41,0.37,37.96,35.02,0.67,0.6867,62.04,64.98,0.3,27.78,control,control5,0.5341750000000001
3647,105.1067,1.0833,1.1,0.4033,0.3867,37.23,35.15,0.68,0.7133,62.77,64.85,0.2933,27.08,control,control5,0.545825
3648,106.1933,1.0867,1.0833,0.3933,0.3833,36.2,35.38,0.6933,0.7,63.8,64.62,0.31,28.53,control,control5,0.5425
3649,107.3033,1.11,1.0967,0.41,0.3933,36.94,35.87,0.7,0.7033,63.06,64.13,0.3067,27.63,control,control5,0.551675
3650,108.4033,1.1,1.1,0.4067,0.3867,36.97,35.15,0.6933,0.7133,63.03,64.85,0.3067,27.88,control,control5,0.55
3651,109.4667,1.0633,1.08,0.3933,0.3733,36.99,34.57,0.67,0.7067,63.01,65.43,0.2967,27.9,control,control5,0.535825
3652,110.55,1.0833,1.0867,0.4,0.39,36.92,35.89,0.6833,0.6967,63.08,64.11,0.2933,27.08,control,control5,0.5425
3653,111.6467,1.0967,1.0767,0.4,0.38,36.47,35.29,0.6967,0.6967,63.53,64.71,0.3167,28.88,control,control5,0.54335
3654,112.76,1.1133,1.1267,0.3933,0.4033,35.33,35.8,0.72,0.7233,64.67,64.2,0.3167,28.44,control,control5,0.56
3655,113.8667,1.1067,1.0933,0.4033,0.3867,36.45,35.37,0.7033,0.7067,63.55,64.63,0.3167,28.61,control,control5,0.55
3656,115.0,1.1333,1.1133,0.4133,0.3867,36.47,34.73,0.72,0.7267,63.53,65.27,0.3333,29.41,control,control5,0.56165
3657,116.21,1.21,1.1733,0.44,0.43,36.36,36.65,0.77,0.7433,63.64,63.35,0.34,28.1,control,control5,0.595825
3658,117.6,1.39,1.2767,0.4,0.46,28.78,36.03,0.99,0.8167,71.22,63.97,0.53,38.13,control,control5,0.6666749999999999
3659,118.93,1.33,1.43,0.4633,0.43,34.84,30.07,0.8667,1.0,65.16,69.93,0.4367,32.83,control,control5,0.69
3660,120.0,1.07,1.1367,0.4067,0.3967,38.01,34.9,0.6633,0.74,61.99,65.1,0.2667,24.92,control,control5,0.551675
3661,121.0833,1.0833,1.0867,0.4133,0.3767,38.15,34.66,0.67,0.71,61.85,65.34,0.2933,27.08,control,control5,0.5425
3662,122.1567,1.0733,1.08,0.4067,0.3767,37.89,34.88,0.6667,0.7033,62.11,65.12,0.29,27.02,control,control5,0.5383249999999999
3663,123.26,1.1033,1.1033,0.4133,0.4,37.46,36.25,0.69,0.7033,62.54,63.75,0.29,26.28,control,control5,0.55165
3664,124.32,1.06,1.0833,0.39,0.3867,36.79,35.69,0.67,0.6967,63.21,64.31,0.2833,26.73,control,control5,0.535825
3665,125.39,1.07,1.0633,0.3933,0.38,36.76,35.74,0.6767,0.6833,63.24,64.26,0.2967,27.73,control,control5,0.533325
3666,126.47,1.08,1.0667,0.3967,0.38,36.73,35.62,0.6833,0.6867,63.27,64.38,0.3033,28.09,control,control5,0.536675
3667,127.5567,1.0867,1.07,0.4133,0.37,38.04,34.58,0.6733,0.7,61.96,65.42,0.3033,27.91,control,control5,0.539175
3668,128.65,1.0933,1.1067,0.4067,0.39,37.2,35.24,0.6867,0.7167,62.8,64.76,0.2967,27.13,control,control5,0.55
3669,129.73,1.08,1.0833,0.4067,0.3867,37.65,35.69,0.6733,0.6967,62.35,64.31,0.2867,26.54,control,control5,0.540825
3670,130.8267,1.0967,1.0867,0.41,0.3867,37.39,35.58,0.6867,0.7,62.61,64.42,0.3,27.36,control,control5,0.54585
3671,131.8967,1.07,1.0767,0.4033,0.3767,37.69,34.98,0.6667,0.7,62.31,65.02,0.29,27.1,control,control5,0.536675
3672,132.9933,1.0967,1.0933,0.4033,0.3933,36.78,35.98,0.6933,0.7,63.22,64.02,0.3,27.36,control,control5,0.5475
3673,134.1233,1.13,1.1167,0.4167,0.4,36.87,35.82,0.7133,0.7167,63.13,64.18,0.3133,27.73,control,control5,0.5616749999999999
3674,135.1733,1.05,1.1,0.38,0.38,36.19,34.55,0.67,0.72,63.81,65.45,0.29,27.62,control,control5,0.5375000000000001
3675,136.2467,1.0733,1.0467,0.4067,0.3867,37.89,36.94,0.6667,0.66,62.11,63.06,0.28,26.09,control,control5,0.53
3676,137.3233,1.0767,1.08,0.3967,0.3833,36.84,35.49,0.68,0.6967,63.16,64.51,0.2967,27.55,control,control5,0.539175
3677,138.4767,1.1533,1.09,0.4533,0.3867,39.31,35.47,0.7,0.7033,60.69,64.53,0.3133,27.17,control,control5,0.560825
3678,139.53,1.0533,1.1133,0.3933,0.38,37.34,34.13,0.66,0.7333,62.66,65.87,0.28,26.58,control,control5,0.54165
3679,140.63,1.1,1.09,0.41,0.39,37.27,35.78,0.69,0.7,62.73,64.22,0.3,27.27,control,control5,0.5475000000000001
3680,141.7033,1.0733,1.09,0.3933,0.3833,36.65,35.17,0.68,0.7067,63.35,64.83,0.2967,27.64,control,control5,0.540825
3681,142.7967,1.0933,1.08,0.41,0.4,37.5,37.04,0.6833,0.68,62.5,62.96,0.2833,25.91,control,control5,0.5433250000000001
3682,143.89,1.0933,1.1,0.4033,0.3967,36.89,36.06,0.69,0.7033,63.11,63.94,0.2933,26.83,control,control5,0.548325
3683,144.97,1.08,1.0833,0.3933,0.3867,36.42,35.69,0.6867,0.6967,63.58,64.31,0.3,27.78,control,control5,0.540825
3684,146.06,1.09,1.0933,0.3933,0.3933,36.09,35.98,0.6967,0.7,63.91,64.02,0.3033,27.83,control,control5,0.545825
3685,147.1467,1.0867,1.0833,0.4033,0.39,37.12,36.0,0.6833,0.6933,62.88,64.0,0.2933,26.99,control,control5,0.5425
3686,148.25,1.1033,1.0867,0.4133,0.39,37.46,35.89,0.69,0.6967,62.54,64.11,0.3,27.19,control,control5,0.5475
3687,149.34,1.09,1.1033,0.4,0.3967,36.7,35.95,0.69,0.7067,63.3,64.05,0.2933,26.91,control,control5,0.548325
3688,150.39,1.05,1.0567,0.39,0.3733,37.14,35.33,0.66,0.6833,62.86,64.67,0.2867,27.3,control,control5,0.526675
3689,151.4833,1.0933,1.07,0.4233,0.3833,38.72,35.83,0.67,0.6867,61.28,64.17,0.2867,26.22,control,control5,0.540825
3690,152.5567,1.0733,1.0967,0.3967,0.39,36.96,35.56,0.6767,0.7067,63.04,64.44,0.2867,26.71,control,control5,0.5425
3691,153.6433,1.0867,1.0933,0.3967,0.3967,36.5,36.28,0.69,0.6967,63.5,63.72,0.2933,26.99,control,control5,0.5449999999999999
3692,154.7533,1.11,1.1,0.4067,0.41,36.64,37.27,0.7033,0.69,63.36,62.73,0.2933,26.43,control,control5,0.5525
3693,155.8467,1.0933,1.0867,0.4033,0.3933,36.89,36.2,0.69,0.6933,63.11,63.8,0.2967,27.13,control,control5,0.5449999999999999
3694,156.9433,1.0967,1.09,0.41,0.3867,37.39,35.47,0.6867,0.7033,62.61,64.53,0.3,27.36,control,control5,0.546675
3695,158.0167,1.0733,1.0867,0.4,0.3867,37.27,35.58,0.6733,0.7,62.73,64.42,0.2867,26.71,control,control5,0.54
3696,159.1,1.0833,1.08,0.3967,0.3867,36.62,35.8,0.6867,0.6933,63.38,64.2,0.3,27.69,control,control5,0.540825
3697,160.1933,1.0933,1.0967,0.4,0.3967,36.59,36.17,0.6933,0.7,63.41,63.83,0.2967,27.13,control,control5,0.5475
3698,161.28,1.0867,1.07,0.4133,0.38,38.04,35.51,0.6733,0.69,61.96,64.49,0.2933,26.99,control,control5,0.539175
3699,162.37,1.09,1.0933,0.4133,0.3867,37.92,35.37,0.6767,0.7067,62.08,64.63,0.29,26.61,control,control5,0.545825
3700,163.47,1.1,1.0967,0.4067,0.3867,36.97,35.26,0.6933,0.71,63.03,64.74,0.3067,27.88,control,control5,0.549175
3701,164.57,1.1,1.1067,0.4067,0.39,36.97,35.24,0.6933,0.7167,63.03,64.76,0.3033,27.58,control,control5,0.551675
3702,165.7167,1.1467,1.1167,0.4267,0.4,37.21,35.82,0.72,0.7167,62.79,64.18,0.32,27.91,control,control5,0.56585
3703,166.8267,1.11,1.1367,0.4133,0.4,37.24,35.19,0.6967,0.7367,62.76,64.81,0.2967,26.73,control,control5,0.561675
3704,167.93,1.1033,1.1033,0.4067,0.3933,36.86,35.65,0.6967,0.71,63.14,64.35,0.3033,27.49,control,control5,0.55165
3705,169.12,1.19,1.13,0.4533,0.4067,38.1,35.99,0.7367,0.7233,61.9,64.01,0.33,27.73,control,control5,0.58
3706,170.3333,1.2133,1.18,0.4767,0.42,39.29,35.59,0.7367,0.76,60.71,64.41,0.3167,26.1,control,control5,0.598325
3707,171.5167,1.1833,1.2533,0.3167,0.4433,26.76,35.37,0.8667,0.81,73.24,64.63,0.4233,35.77,control,control5,0.6091500000000001
3708,173.0433,1.5267,1.51,0.4367,0.5867,28.6,38.85,1.09,0.9233,71.4,61.15,0.5033,32.97,control,control5,0.7591749999999999
3709,174.1267,1.0833,1.1333,0.3833,0.38,35.38,33.53,0.7,0.7533,64.62,66.47,0.32,29.54,control,control5,0.5541499999999999
3710,175.2033,1.0767,1.08,0.4033,0.38,37.46,35.19,0.6733,0.7,62.54,64.81,0.2933,27.24,control,control5,0.539175
3711,176.3133,1.11,1.0867,0.41,0.3867,36.94,35.58,0.7,0.7,63.06,64.42,0.3133,28.23,control,control5,0.549175
3712,177.4367,1.1233,1.1133,0.4067,0.39,36.2,35.03,0.7167,0.7233,63.8,64.97,0.3267,29.08,control,control5,0.55915
3713,178.5533,1.1167,1.1333,0.4033,0.3967,36.12,35.0,0.7133,0.7367,63.88,65.0,0.3167,28.36,control,control5,0.5625
3714,179.6433,1.09,1.0967,0.4033,0.38,37.0,34.65,0.6867,0.7167,63.0,65.35,0.3067,28.13,control,control5,0.546675
3715,180.7233,1.08,1.09,0.39,0.3867,36.11,35.47,0.69,0.7033,63.89,64.53,0.3033,28.09,control,control5,0.5425
3716,181.8067,1.0833,1.07,0.4,0.3767,36.92,35.2,0.6833,0.6933,63.08,64.8,0.3067,28.31,control,control5,0.5383249999999999
3717,182.9167,1.11,1.1,0.41,0.3933,36.94,35.76,0.7,0.7067,63.06,64.24,0.3067,27.63,control,control5,0.5525
3718,184.03,1.1133,1.1,0.4267,0.38,38.32,34.55,0.6867,0.72,61.68,65.45,0.3067,27.54,control,control5,0.5533250000000001
3719,185.1233,1.0933,1.1167,0.4067,0.3933,37.2,35.22,0.6867,0.7233,62.8,64.78,0.2933,26.83,control,control5,0.5525
3720,186.2367,1.1133,1.11,0.41,0.4,36.83,36.04,0.7033,0.71,63.17,63.96,0.3033,27.25,control,control5,0.555825
3721,187.3433,1.1067,1.1033,0.4,0.3867,36.14,35.05,0.7067,0.7167,63.86,64.95,0.32,28.92,control,control5,0.5525
3722,188.45,1.1067,1.1067,0.41,0.3867,37.05,34.94,0.6967,0.72,62.95,65.06,0.31,28.01,control,control5,0.55335
3723,189.5467,1.0967,1.0867,0.41,0.3733,37.39,34.36,0.6867,0.7133,62.61,65.64,0.3133,28.57,control,control5,0.54585
3724,190.6567,1.11,1.1167,0.4167,0.39,37.54,34.93,0.6933,0.7267,62.46,65.07,0.3033,27.33,control,control5,0.556675
3725,191.7533,1.0967,1.1167,0.4067,0.4,37.08,35.82,0.69,0.7167,62.92,64.18,0.29,26.44,control,control5,0.55335
3726,192.8567,1.1033,1.1,0.4033,0.4,36.56,36.36,0.7,0.7,63.44,63.64,0.3,27.19,control,control5,0.550825
3727,193.95,1.0933,1.1167,0.3833,0.4067,35.06,36.42,0.71,0.71,64.94,63.58,0.3033,27.74,control,control5,0.5525
3728,195.07,1.12,1.08,0.4167,0.3967,37.2,36.73,0.7033,0.6833,62.8,63.27,0.3067,27.38,control,control5,0.55
3729,196.18,1.11,1.1167,0.4133,0.4,37.24,35.82,0.6967,0.7167,62.76,64.18,0.2967,26.73,control,control5,0.556675
3730,197.31,1.13,1.0967,0.4367,0.3833,38.64,34.95,0.6933,0.7133,61.36,65.05,0.31,27.43,control,control5,0.556675
3731,198.37,1.06,1.0933,0.4033,0.3767,38.05,34.45,0.6567,0.7167,61.95,65.55,0.28,26.42,control,control5,0.5383249999999999
3732,199.49,1.12,1.1133,0.4167,0.3967,37.2,35.63,0.7033,0.7167,62.8,64.37,0.3067,27.38,control,control5,0.558325
3733,200.5767,1.0867,1.0867,0.41,0.37,37.73,34.05,0.6767,0.7167,62.27,65.95,0.3067,28.22,control,control5,0.54335
3734,201.6633,1.0867,1.1033,0.4033,0.3833,37.12,34.74,0.6833,0.72,62.88,65.26,0.3,27.61,control,control5,0.5475
3735,202.74,1.0767,1.0833,0.4,0.3933,37.15,36.31,0.6767,0.69,62.85,63.69,0.2833,26.32,control,control5,0.54
3736,203.8267,1.0867,1.08,0.4,0.3867,36.81,35.8,0.6867,0.6933,63.19,64.2,0.3,27.61,control,control5,0.541675
3737,204.9267,1.1,1.0967,0.4,0.39,36.36,35.56,0.7,0.7067,63.64,64.44,0.31,28.18,control,control5,0.549175
3738,206.0767,1.15,1.0933,0.45,0.3833,39.13,35.06,0.7,0.71,60.87,64.94,0.3167,27.54,control,control5,0.5608249999999999
3739,207.1433,1.0667,1.1333,0.4033,0.3967,37.81,35.0,0.6633,0.7367,62.19,65.0,0.2667,25.0,control,control5,0.55
3740,208.2467,1.1033,1.0833,0.4033,0.3833,36.56,35.38,0.7,0.7,63.44,64.62,0.3167,28.7,control,control5,0.54665
3741,209.3333,1.0867,1.1067,0.39,0.38,35.89,34.34,0.6967,0.7267,64.11,65.66,0.3167,29.14,control,control5,0.54835
3742,210.4533,1.12,1.0967,0.42,0.3933,37.5,35.87,0.7,0.7033,62.5,64.13,0.3067,27.38,control,control5,0.5541750000000001
3743,211.5367,1.0833,1.1,0.3967,0.3833,36.62,34.85,0.6867,0.7167,63.38,65.15,0.3033,28.0,control,control5,0.545825
3744,212.6267,1.09,1.0867,0.4033,0.3867,37.0,35.58,0.6867,0.7,63.0,64.42,0.3,27.52,control,control5,0.5441750000000001
3745,213.73,1.1033,1.0867,0.4133,0.38,37.46,34.97,0.69,0.7067,62.54,65.03,0.31,28.1,control,control5,0.5475
3746,214.83,1.1,1.13,0.3967,0.4033,36.06,35.69,0.7033,0.7267,63.94,64.31,0.3,27.27,control,control5,0.5575
3747,215.9333,1.1033,1.0933,0.4,0.3933,36.25,35.98,0.7033,0.7,63.75,64.02,0.31,28.1,control,control5,0.54915
3748,217.0567,1.1233,1.1033,0.4133,0.39,36.8,35.35,0.71,0.7133,63.2,64.65,0.32,28.49,control,control5,0.55665
3749,218.1667,1.11,1.12,0.4133,0.4,37.24,35.71,0.6967,0.72,62.76,64.29,0.2967,26.73,control,control5,0.5575000000000001
3750,219.2633,1.0967,1.1033,0.4033,0.3967,36.78,35.95,0.6933,0.7067,63.22,64.05,0.2967,27.05,control,control5,0.55
3751,220.3533,1.09,1.09,0.3967,0.3833,36.39,35.17,0.6933,0.7067,63.61,64.83,0.31,28.44,control,control5,0.545
3752,221.46,1.1067,1.1,0.4067,0.3767,36.75,34.24,0.7,0.7233,63.25,65.76,0.3233,29.22,control,control5,0.551675
3753,222.5967,1.1367,1.1267,0.4167,0.41,36.66,36.39,0.72,0.7167,63.34,63.61,0.31,27.27,control,control5,0.56585
3754,223.77,1.1733,1.1333,0.45,0.4033,38.35,35.59,0.7233,0.73,61.65,64.41,0.32,27.27,control,control5,0.57665
3755,224.9,1.13,1.1333,0.4333,0.3967,38.35,35.0,0.6967,0.7367,61.65,65.0,0.3,26.55,control,control5,0.565825
3756,226.12,1.22,1.2,0.4367,0.4233,35.79,35.28,0.7833,0.7767,64.21,64.72,0.36,29.51,control,control5,0.605
3757,227.3133,1.1933,1.1467,0.44,0.2533,36.87,22.09,0.7533,0.8933,63.13,77.91,0.5,41.9,control,control5,0.585
3758,228.4633,1.15,1.2267,0.45,0.3833,39.13,31.25,0.7,0.8433,60.87,68.75,0.3167,27.54,control,control5,0.5941749999999999
3759,229.5733,1.11,1.1033,0.46,0.39,41.44,35.35,0.65,0.7133,58.56,64.65,0.26,23.42,control,control5,0.5533250000000001
3760,230.66,1.0867,1.1,0.4433,0.38,40.8,34.55,0.6433,0.72,59.2,65.45,0.2633,24.23,control,control5,0.546675
3761,231.7633,1.1033,1.11,0.43,0.3967,38.97,35.74,0.6733,0.7133,61.03,64.26,0.2767,25.08,control,control5,0.5533250000000001
3762,232.8333,1.07,1.0967,0.41,0.39,38.32,35.56,0.66,0.7067,61.68,64.44,0.27,25.23,control,control5,0.541675
3763,233.9133,1.08,1.0867,0.3967,0.3867,36.73,35.58,0.6833,0.7,63.27,64.42,0.2967,27.47,control,control5,0.541675
3764,235.0467,1.1333,1.1,0.4267,0.3933,37.65,35.76,0.7067,0.7067,62.35,64.24,0.3133,27.65,control,control5,0.558325
3765,236.14,1.0933,1.0967,0.4333,0.3867,39.63,35.26,0.66,0.71,60.37,64.74,0.2733,25.0,control,control5,0.5475
3766,237.25,1.11,1.1067,0.4267,0.3967,38.44,35.84,0.6833,0.71,61.56,64.16,0.2867,25.83,control,control5,0.5541750000000001
3767,238.3567,1.1067,1.1267,0.41,0.3933,37.05,34.91,0.6967,0.7333,62.95,65.09,0.3033,27.41,control,control5,0.55835
3768,239.4667,1.11,1.1,0.42,0.39,37.84,35.45,0.69,0.71,62.16,64.55,0.3,27.03,control,control5,0.5525
3769,240.56,1.0933,1.11,0.4067,0.3867,37.2,34.83,0.6867,0.7233,62.8,65.17,0.3,27.44,control,control5,0.550825
3770,241.6667,1.1067,1.0933,0.41,0.39,37.05,35.67,0.6967,0.7033,62.95,64.33,0.3067,27.71,control,control5,0.55
3771,242.7867,1.12,1.1067,0.4333,0.3867,38.69,34.94,0.6867,0.72,61.31,65.06,0.3,26.79,control,control5,0.556675
3772,243.8467,1.06,1.0833,0.41,0.3833,38.68,35.38,0.65,0.7,61.32,64.62,0.2667,25.16,control,control5,0.535825
3773,244.93,1.0833,1.0833,0.41,0.38,37.85,35.08,0.6733,0.7033,62.15,64.92,0.2933,27.08,control,control5,0.54165
3774,246.03,1.1,1.11,0.4033,0.4,36.67,36.04,0.6967,0.71,63.33,63.96,0.2967,26.97,control,control5,0.5525
3775,247.1233,1.0933,1.0867,0.3967,0.3833,36.28,35.28,0.6967,0.7033,63.72,64.72,0.3133,28.66,control,control5,0.5449999999999999
3776,248.2233,1.1,1.1033,0.4,0.3967,36.36,35.95,0.7,0.7067,63.64,64.05,0.3033,27.58,control,control5,0.550825
3777,249.3167,1.0933,1.0867,0.4133,0.39,37.8,35.89,0.68,0.6967,62.2,64.11,0.29,26.52,control,control5,0.5449999999999999
3778,250.4233,1.1067,1.1067,0.4133,0.3967,37.35,35.84,0.6933,0.71,62.65,64.16,0.2967,26.81,control,control5,0.55335
3779,251.5133,1.09,1.1,0.4067,0.3933,37.31,35.76,0.6833,0.7067,62.69,64.24,0.29,26.61,control,control5,0.5475000000000001
3780,252.6567,1.1433,1.1,0.44,0.3933,38.48,35.76,0.7033,0.7067,61.52,64.24,0.31,27.11,control,control5,0.560825
3781,253.7267,1.07,1.11,0.4067,0.3933,38.01,35.44,0.6633,0.7167,61.99,64.56,0.27,25.23,control,control5,0.545
3782,254.8233,1.0967,1.0933,0.41,0.3933,37.39,35.98,0.6867,0.7,62.61,64.02,0.2933,26.75,control,control5,0.5475
3783,255.92,1.0967,1.0967,0.4067,0.3967,37.08,36.17,0.69,0.7,62.92,63.83,0.2933,26.75,control,control5,0.54835
3784,257.0133,1.0933,1.1067,0.3933,0.3967,35.98,35.84,0.7,0.71,64.02,64.16,0.3033,27.74,control,control5,0.55
3785,258.1567,1.1433,1.0933,0.4433,0.4,38.78,36.59,0.7,0.6933,61.22,63.41,0.3,26.24,control,control5,0.55915
3786,259.2333,1.0767,1.1133,0.41,0.4,38.08,35.93,0.6667,0.7133,61.92,64.07,0.2667,24.77,control,control5,0.5475
3787,260.3167,1.0833,1.0833,0.41,0.3867,37.85,35.69,0.6733,0.6967,62.15,64.31,0.2867,26.46,control,control5,0.54165
3788,261.4433,1.1267,0.9933,0.4367,0.29,38.76,29.19,0.69,0.7033,61.24,70.81,0.4,35.5,control,control5,0.53
3789,262.5033,1.06,1.1733,0.4033,0.3633,38.05,30.97,0.6567,0.81,61.95,69.03,0.2933,27.67,control,control5,0.558325
3790,263.6,1.0967,1.0833,0.4133,0.37,37.69,34.15,0.6833,0.7133,62.31,65.85,0.3133,28.57,control,control5,0.5449999999999999
3791,264.6833,1.0833,1.05,0.4033,0.32,37.23,30.48,0.68,0.73,62.77,69.52,0.36,33.23,control,control5,0.533325
3792,265.79,1.1067,1.1033,0.4067,0.3333,36.75,30.21,0.7,0.77,63.25,69.79,0.3667,33.13,control,control5,0.5525
3793,266.89,1.1,1.1733,0.4067,0.3967,36.97,33.81,0.6933,0.7767,63.03,66.19,0.2967,26.97,control,control5,0.568325
3794,267.99,1.1,1.0933,0.4067,0.3933,36.97,35.98,0.6933,0.7,63.03,64.02,0.3,27.27,control,control5,0.548325
3795,269.1467,1.1567,1.0333,0.4433,0.3167,38.33,30.65,0.7133,0.7167,61.67,69.35,0.3967,34.29,control,control5,0.5475000000000001
3796,270.2233,1.0767,1.1167,0.41,0.3133,38.08,28.06,0.6667,0.8033,61.92,71.94,0.3533,32.82,control,control5,0.54835
3797,271.33,1.1067,1.1033,0.4133,0.3233,37.35,29.31,0.6933,0.78,62.65,70.69,0.37,33.43,control,control5,0.5525
3798,272.4433,1.1133,1.1767,0.4133,0.38,37.13,32.29,0.7,0.7967,62.87,67.71,0.32,28.74,control,control5,0.5725
3799,273.5567,1.1133,1.0667,0.4067,0.34,36.53,31.88,0.7067,0.7267,63.47,68.12,0.3667,32.93,control,control5,0.5449999999999999
3800,274.6767,1.12,1.0967,0.42,0.32,37.5,29.18,0.7,0.7767,62.5,70.82,0.38,33.93,control,control5,0.5541750000000001
3801,275.79,1.1133,1.15,0.4167,0.3533,37.43,30.72,0.6967,0.7967,62.57,69.28,0.3433,30.84,control,control5,0.565825
3802,276.95,1.16,1.15,0.45,0.38,38.79,33.04,0.71,0.77,61.21,66.96,0.33,28.45,control,control5,0.5774999999999999
3803,278.0967,1.1467,1.1067,0.45,0.36,39.24,32.53,0.6967,0.7467,60.76,67.47,0.3367,29.36,control,control5,0.56335
3804,279.28,1.1833,1.15,0.4667,0.3567,39.44,31.01,0.7167,0.7933,60.56,68.99,0.36,30.42,control,control5,0.583325
3805,280.4867,1.2067,1.1767,0.4467,0.34,37.02,28.9,0.76,0.8367,62.98,71.1,0.42,34.81,control,control5,0.59585
3806,281.5933,1.1067,1.22,0.1767,0.31,15.96,25.41,0.93,0.91,84.04,74.59,0.62,56.02,control,control5,0.5816749999999999
3807,283.0533,1.46,1.4,0.4533,0.4867,31.05,34.76,1.0067,0.9133,68.95,65.24,0.52,35.62,control,control5,0.715
3808,284.19,1.1367,1.23,0.4433,0.4267,39.0,34.69,0.6933,0.8033,61.0,65.31,0.2667,23.46,control,control5,0.591675
3809,285.26,1.07,1.1033,0.4,0.4067,37.38,36.86,0.67,0.6967,62.62,63.14,0.2633,24.61,control,control5,0.5433250000000001
3810,286.34,1.08,0.9833,0.4067,0.2933,37.65,29.83,0.6733,0.69,62.35,70.17,0.38,35.19,control,control5,0.515825
3811,287.4833,1.1433,1.1767,0.4433,0.3833,38.78,32.58,0.7,0.7933,61.22,67.42,0.3167,27.7,control,control5,0.5800000000000001
3812,288.5667,1.0833,1.1067,0.3967,0.3767,36.62,34.04,0.6867,0.73,63.38,65.96,0.31,28.62,control,control5,0.5475
3813,289.7233,1.1567,1.1167,0.4367,0.3567,37.75,31.94,0.72,0.76,62.25,68.06,0.3633,31.41,control,control5,0.56835
3814,290.84,1.1167,1.0833,0.44,0.3367,39.4,31.08,0.6767,0.7467,60.6,68.92,0.34,30.45,control,control5,0.55
3815,291.95,1.11,1.13,0.4367,0.3533,39.34,31.27,0.6733,0.7767,60.66,68.73,0.32,28.83,control,control5,0.56
3816,293.06,1.11,1.1733,0.4367,0.4133,39.34,35.23,0.6733,0.76,60.66,64.77,0.26,23.42,control,control5,0.570825
3817,294.1767,1.1167,1.0633,0.4433,0.3633,39.7,34.17,0.6733,0.7,60.3,65.83,0.31,27.76,control,control5,0.5449999999999999
3818,295.2767,1.1,1.0733,0.4333,0.3233,39.39,30.12,0.6667,0.75,60.61,69.88,0.3433,31.21,control,control5,0.5433250000000001
3819,296.3933,1.1167,1.1267,0.44,0.3467,39.4,30.77,0.6767,0.78,60.6,69.23,0.33,29.55,control,control5,0.5608500000000001
3820,297.5233,1.13,1.13,0.45,0.3533,39.82,31.27,0.68,0.7767,60.18,68.73,0.3267,28.91,control,control5,0.565
3821,298.66,1.1367,1.15,0.4467,0.3767,39.3,32.75,0.69,0.7733,60.7,67.25,0.3133,27.57,control,control5,0.5716749999999999
3822,22.5,1.03,1.03,0.3833,0.32,37.22,31.07,0.6467,0.71,62.78,68.93,0.3267,31.72,control,control6,0.515
3823,23.53,1.03,1.0133,0.4033,0.3133,39.16,30.92,0.6267,0.7,60.84,69.08,0.3133,30.42,control,control6,0.5108250000000001
3824,24.5833,1.0533,1.0533,0.4,0.3167,37.97,30.06,0.6533,0.7367,62.03,69.94,0.3367,31.96,control,control6,0.52665
3825,25.63,1.0467,1.06,0.3833,0.3367,36.62,31.76,0.6633,0.7233,63.38,68.24,0.3267,31.21,control,control6,0.526675
3826,26.6767,1.0467,1.0433,0.3767,0.3167,35.99,30.35,0.67,0.7267,64.01,69.65,0.3533,33.76,control,control6,0.5225
